Title,Artist,ConstituentID,Nationality,Gender,Date,Classification,Department,ObjectID,URL,ThumbnailURL
"Ibirapuera Park project, São Paulo, Brazil (Site plan)",Oscar Niemeyer,8103,Brazilian,Male,1953,Architecture,Architecture & Design,252,http://www.moma.org/collection/works/252,http://www.moma.org/media/W1siZiIsIjI4NDc1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d00103acc404dd06
"Ibirapuera Park Project, São Paulo, Brazil (Perspective)",Roberto Burle Marx,6934,Brazilian,Male,1953,Architecture,Architecture & Design,253,http://www.moma.org/collection/works/253,http://www.moma.org/media/W1siZiIsIjI4NDc1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=73c8b1297478de0b
"Ibirapuera Park Project, São Paulo, Brazil (Perspective)",Oscar Niemeyer,8103,Brazilian,Male,1953,Architecture,Architecture & Design,253,http://www.moma.org/collection/works/253,http://www.moma.org/media/W1siZiIsIjI4NDc1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=73c8b1297478de0b
"Prototype Architecture School No. 5, project, Los Angeles, California, Elevations",Neil M. Denari,7933,American,Male,1992,Architecture,Architecture & Design,255,http://www.moma.org/collection/works/255,http://www.moma.org/media/W1siZiIsIjMxNTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0ce2bf49d3f5f3c7
"Bismarck Monument, project, Bingen, Germany, Perspective view of courtyard",Ludwig Mies van der Rohe,7166,American,Male,1910,Architecture,Architecture & Design,256,http://www.moma.org/collection/works/256,http://www.moma.org/media/W1siZiIsIjMxNjkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=3c9df97b4be13aa4
Simulated Dwelling for a Family of Five Project,David Jacob,2864,American,Male,1970,Architecture,Architecture & Design,257,http://www.moma.org/collection/works/257,http://www.moma.org/media/W1siZiIsIjIyODY1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ff682356d0f9e950
"Gotthard Bank, Lugano, Switzerland, Perspective",Mario Botta,696,Swiss,Male,1986,Architecture,Architecture & Design,258,http://www.moma.org/collection/works/258,http://www.moma.org/media/W1siZiIsIjMzNjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=8a88fcffb59edd5e
"Dymaxion Dwelling Machine project, Wichita House (Study for air circulation: floor plan)",R. Buckminster Fuller,2030,American,Male,1945,Architecture,Architecture & Design,264,http://www.moma.org/collection/works/264,http://www.moma.org/media/W1siZiIsIjM0NjUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=933874e53388fd71
"Urban Housing, Turin, Italy, Site plan",Mario Botta,696,Swiss,Male,1985,Architecture,Architecture & Design,270,http://www.moma.org/collection/works/270,http://www.moma.org/media/W1siZiIsIjM1MTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=6ea530cd2361b3aa
"Row Housing, Pregassona, Switzerland, Elevation",Mario Botta,696,Swiss,Male,1985,Architecture,Architecture & Design,271,http://www.moma.org/collection/works/271,http://www.moma.org/media/W1siZiIsIjM1MzAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=48c193c51f2304c8
"Gallery, Tokyo, Japan, Elevation",Mario Botta,696,Swiss,Male,1985,Architecture,Architecture & Design,275,http://www.moma.org/collection/works/275,http://www.moma.org/media/W1siZiIsIjM1ODUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4e2c1561a75482af
"Thyssen-Bornemisza Gallery, Lugano, Switzerland, Elevation",Mario Botta,696,Swiss,Male,1986,Architecture,Architecture & Design,276,http://www.moma.org/collection/works/276,http://www.moma.org/media/W1siZiIsIjM2MDQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=5a228ca4cda3f047
"Library, Villeurbanne, France, Principal-facade elevation",Mario Botta,696,Swiss,Male,1984,Architecture,Architecture & Design,280,http://www.moma.org/collection/works/280,http://www.moma.org/media/W1siZiIsIjM2NjAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f7352d866b2bf28b
"Millard House (La Miniatura), Pasadena, California (Exterior perspective from the garden)",Frank Lloyd Wright,6459,American,Male,1923,Architecture,Architecture & Design,282,http://www.moma.org/collection/works/282,http://www.moma.org/media/W1siZiIsIjYwMTA4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=848ca9a4f2499bf1
Project for a Piece of Furniture,Alessandro Mendini,3925,Italian,Male,1974,Architecture,Architecture & Design,283,http://www.moma.org/collection/works/283,http://www.moma.org/media/W1siZiIsIjM5NDYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=91c1832c52f2c6d3
"La Miniatura, Mrs. George Madison Millard House, Pasadena, California, Plan of first floor",Frank Lloyd Wright,6459,American,Male,1923,Architecture,Architecture & Design,284,http://www.moma.org/collection/works/284,http://www.moma.org/media/W1siZiIsIjM5NDkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d94328465482778f
"Ibirapuera Park, Quadricentennial Gardens, project, São Paulo, Brazil (Plan, detail five)",Roberto Burle Marx,6934,Brazilian,Male,1953,Architecture,Architecture & Design,286,http://www.moma.org/collection/works/286,http://www.moma.org/media/W1siZiIsIjI4Njk2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9ac55fd220420e66
"Floor plan for the exhibition ""Bauhaus 1919-1928,"" The Museum of Modern Art, New York, December 7, 1938-January 30, 1939",Herbert Bayer,399,American,Male,1938,Architecture,Architecture & Design,287,http://www.moma.org/collection/works/287,http://www.moma.org/media/W1siZiIsIjQxNTMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=40aa28a9ea4715f3
"White Monuments with Red Flag Curtains, project, Perspective",Leon Krier,3250,Luxembourgish,Male,1974,Architecture,Architecture & Design,288,http://www.moma.org/collection/works/288,http://www.moma.org/media/W1siZiIsIjQxNjIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=3b865b7bb5380e61
"Silk Administration Building project, Krefeld, Germany (Perspective)",Ludwig Mies van der Rohe,7166,American,Male,1938,Architecture,Architecture & Design,289,http://www.moma.org/collection/works/289,
"Silk Administration Building, project, Krefeld, Germany (Perspective of rear elevation)",Ludwig Mies van der Rohe,7166,American,Male,1938,Architecture,Architecture & Design,291,http://www.moma.org/collection/works/291,
"Resor House Project, Jackson Hole, Wyoming, 588 sketches",Ludwig Mies van der Rohe,7166,American,Male,1938,Mies van der Rohe Archive,Architecture & Design,294,,
"Micromegas Project, Time Sections",Daniel Libeskind,7527,American,Male,1979,Architecture,Architecture & Design,295,http://www.moma.org/collection/works/295,http://www.moma.org/media/W1siZiIsIjQ0MDYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=66b55df67171126b
"Sixth Street House project, Santa Monica, California, Sixth Street: Figure 2",Thom Mayne,8218,American,Male,1987,Architecture,Architecture & Design,296,http://www.moma.org/collection/works/296,http://www.moma.org/media/W1siZiIsIjQ0MTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=cf25352844879a57
"Sixth Street House project, Santa Monica, California, Sixth Street: Figure 2",Andrew Zago,22884,American,Male,1987,Architecture,Architecture & Design,296,http://www.moma.org/collection/works/296,http://www.moma.org/media/W1siZiIsIjQ0MTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=cf25352844879a57
"Boompjes Tower Slab, project, Rotterdam, The Netherlands, Perspective",Rem Koolhaas,6956,Dutch,Male,1981,Architecture,Architecture & Design,300,http://www.moma.org/collection/works/300,http://www.moma.org/media/W1siZiIsIjQ0MjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=af3a587addb54981
"Boompjes Tower Slab, project, Rotterdam, The Netherlands, Perspective",Elia Zenghelis,7558,British,Male,1981,Architecture,Architecture & Design,300,http://www.moma.org/collection/works/300,http://www.moma.org/media/W1siZiIsIjQ0MjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=af3a587addb54981
"Boompjes Tower Slab, project, Rotterdam, The Netherlands, Perspective",Zoe Zenghelis,7559,British,Female,1981,Architecture,Architecture & Design,300,http://www.moma.org/collection/works/300,http://www.moma.org/media/W1siZiIsIjQ0MjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=af3a587addb54981
"Boompjes Tower Slab, project, Rotterdam, The Netherlands, Perspective",Madelon Vriesendorp,6957,Dutch,Female,1981,Architecture,Architecture & Design,300,http://www.moma.org/collection/works/300,http://www.moma.org/media/W1siZiIsIjQ0MjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=af3a587addb54981
"Urban Architecture, project, Perspective",Aldo Rossi,7661,Italian,Male,1976,Architecture,Architecture & Design,301,http://www.moma.org/collection/works/301,http://www.moma.org/media/W1siZiIsIjQ0NTAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d45409d556305658
"Kyle Residence, Houston, Texas, Plan and perspective",Joel Sanders,7566,American,Male,1995,Architecture,Architecture & Design,302,http://www.moma.org/collection/works/302,http://www.moma.org/media/W1siZiIsIjQ0NjgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=5557f32c3fb535fb
"American Gas Station Project, Ithaca, New York, Perspective",Massimo Scolari,8125,Italian,Male,1975,Architecture,Architecture & Design,304,http://www.moma.org/collection/works/304,http://www.moma.org/media/W1siZiIsIjQ1MDIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=cd0a30e6cb6a8baa
"St. Mark's Tower project, New York, NY (Aerial perspective)",Frank Lloyd Wright,6459,American,Male,1927,Architecture,Architecture & Design,305,http://www.moma.org/collection/works/305,http://www.moma.org/media/W1siZiIsIjQ1MTUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=248404db69348718
"Unity Temple, Oak Park, IL (Exterior perspective and partial plan)",Frank Lloyd Wright,6459,American,Male,1929,Architecture,Architecture & Design,306,http://www.moma.org/collection/works/306,http://www.moma.org/media/W1siZiIsIjQ1MjkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=97cf7391f9676d36
"Transplantation I, Perspective and plan",Raimund Abraham,47,American,Male,1964,Architecture,Architecture & Design,307,http://www.moma.org/collection/works/307,http://www.moma.org/media/W1siZiIsIjQ1NDUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=6e7eb3b96f4318b5
"Linear City Project, Perspective",Raimund Abraham,47,American,Male,1964,Architecture,Architecture & Design,308,http://www.moma.org/collection/works/308,http://www.moma.org/media/W1siZiIsIjQ1NTYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=bc7ec51640991d57
"Floating Compression Column,",Kenneth Snelson,5498,American,Male,1959,Architecture,Architecture & Design,309,http://www.moma.org/collection/works/309,
"Woodland Chapel, Woodland Cemetery, Stockholm, Sweden, Side elevation",Erik Gunnar Asplund,27,Swedish,Male,1918,Architecture,Architecture & Design,318,http://www.moma.org/collection/works/318,http://www.moma.org/media/W1siZiIsIjQ4NDIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=dbf96042acb17858
"Palace of Italian Civilization, Rome, Italy, Exterior perspective, preliminary version, Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy, Preliminary version: perspective",Ernesto Bruno La Padula,3381,Italian,Male,1939,Architecture,Architecture & Design,320,http://www.moma.org/collection/works/320,http://www.moma.org/media/W1siZiIsIjQ4NzMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f4d40bb59af0b30f
"Palace of Italian Civilization, Rome, Italy, Exterior perspective, preliminary version, Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy, Preliminary version: perspective",Giovanni Guerrini,8157,Italian,Male,1939,Architecture,Architecture & Design,320,http://www.moma.org/collection/works/320,http://www.moma.org/media/W1siZiIsIjQ4NzMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f4d40bb59af0b30f
"Roma Interrota, project, Campidoglio, Rome, Italy, Perspective",Leon Krier,3250,Luxembourgish,Male,1977,Architecture,Architecture & Design,321,http://www.moma.org/collection/works/321,http://www.moma.org/media/W1siZiIsIjQ4ODkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=bcb0ef08ac3bca69
Hypostyle House project (Axonometric),Leon Krier,3250,Luxembourgish,Male,1977,Architecture,Architecture & Design,322,http://www.moma.org/collection/works/322,
"Belvedere, Berlin-Tegel, Germany",Leon Krier,3250,Luxembourgish,Male,1980,Architecture,Architecture & Design,323,http://www.moma.org/collection/works/323,
"The Atheneum, New Harmony, Indiana, Axonometric",Richard Meier,3910,American,Male,1976,Architecture,Architecture & Design,324,http://www.moma.org/collection/works/324,http://www.moma.org/media/W1siZiIsIjQ5MjEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=990b0ff0775bfd01
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy",Ernesto Bruno La Padula,3381,Italian,Male,1938,Architecture,Architecture & Design,332,http://www.moma.org/collection/works/332,http://www.moma.org/media/W1siZiIsIjUwMTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=81b366a2a46072dd
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy",Giovanni Guerrini,8157,Italian,Male,1938,Architecture,Architecture & Design,332,http://www.moma.org/collection/works/332,http://www.moma.org/media/W1siZiIsIjUwMTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=81b366a2a46072dd
"Jewish Museum Project, Judenplatz, Vienna, Austria  Project, Exterior perspective",Raimund Abraham,47,American,Male,1992,Architecture,Architecture & Design,335,http://www.moma.org/collection/works/335,http://www.moma.org/media/W1siZiIsIjUzNTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=19ad28df887445f0
"Worldbridge Trade and Investment Center project, Baltimore, Maryland (Section, site plan)",Emilio Ambasz,141,Argentine,Male,1992,Architecture,Architecture & Design,336,http://www.moma.org/collection/works/336,
"Worldbridge Trade and Investment Center, project, Baltimore, Maryland, Site plan",Emilio Ambasz,141,Argentine,Male,1992,Architecture,Architecture & Design,337,http://www.moma.org/collection/works/337,http://www.moma.org/media/W1siZiIsIjUzODUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=bca51f06a7a46e71
"Church of the Light, Ibaraki, Osaka, Japan (Interior perspective)",Tadao Ando,7055,Japanese,Male,1989,Architecture,Architecture & Design,338,http://www.moma.org/collection/works/338,
"Austrian Cultural Institute, New York, New York, Exterior perspective,",Raimund Abraham,47,American,Male,1993,Architecture,Architecture & Design,342,http://www.moma.org/collection/works/342,http://www.moma.org/media/W1siZiIsIjU1MDMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=efba0665d1bbba2d
"Tokyo International Forum, Tokyo, Japan (Sketch, transverse section)",Rafael Viñoly,7229,American,Male,1991,Architecture,Architecture & Design,344,http://www.moma.org/collection/works/344,
"Motorway Service Station Project, Exterior perspective",Mario Bellini,451,Italian,Male,1989,Architecture,Architecture & Design,345,http://www.moma.org/collection/works/345,http://www.moma.org/media/W1siZiIsIjU1MTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=be6cce3f039cc39c
Motorway Service Station project (Preliminary plan),Mario Bellini,451,Italian,Male,1991,Architecture,Architecture & Design,353,http://www.moma.org/collection/works/353,
"San Francisco Museum of Modern Art, San Francisco, CA (Exterior perspective)",Mario Botta,696,Swiss,Male,1996,Architecture,Architecture & Design,355,http://www.moma.org/collection/works/355,
"Alamillo Bridge and Cartuga Viaduct, Seville, Spain, Elevations",Santiago Calatrava,6968,Spanish,Male,1988,Architecture,Architecture & Design,357,http://www.moma.org/collection/works/357,http://www.moma.org/media/W1siZiIsIjU1NTEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b7a416623d947e03
"Lyons Airport Railroad Station, Lyons-Satolas, France, Plan and elevation",Santiago Calatrava,6968,Spanish,Male,1992,Architecture,Architecture & Design,359,http://www.moma.org/collection/works/359,http://www.moma.org/media/W1siZiIsIjU1NjUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=43bc1ff3ba0c977a
"Hong Kong and Shanghai Bank, Hong Kong, China, Axonometric and elevation",Norman Foster,7569,British,Male,1985,Architecture,Architecture & Design,360,,
"Parc de la Villette Project, Paris, France (Plot breakdown)",Zaha Hadid,6953,British,Female,1982,Architecture,Architecture & Design,363,http://www.moma.org/collection/works/363,http://www.moma.org/media/W1siZiIsIjU1OTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0d57c55786a03c0d
"Parc de la Villette project, Paris, France",Zaha Hadid,6953,British,Female,1982,Architecture,Architecture & Design,364,,
"City Tower project, Philadelphia, PA (Perspective sketch)",Louis I. Kahn,2964,American,Male,1952,Architecture,Architecture & Design,386,http://www.moma.org/collection/works/386,http://www.moma.org/media/W1siZiIsIjU2MzUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=8428a291bfaa7a87
"City Tower project, Philadelphia, PA (Perspective sketch)",Ann Tyng,132545,American,Female,1952,Architecture,Architecture & Design,386,http://www.moma.org/collection/works/386,http://www.moma.org/media/W1siZiIsIjU2MzUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=8428a291bfaa7a87
"Re-ruined Hiroshima, Hiroshima, Japan (Perspective)",Arata Isozaki,2837,Japanese,Male,1990,Architecture,Architecture & Design,387,http://www.moma.org/collection/works/387,
"Friedrichstrasse Skyscraper Project, Berlin-Mitte, Germany (Elevation study)",Ludwig Mies van der Rohe,7166,American,Male,1921,Mies van der Rohe Archive,Architecture & Design,388,http://www.moma.org/collection/works/388,http://www.moma.org/media/W1siZiIsIjU2NDgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d737035034146583
"Civic Center Studies, project, Philadelphia, Pennsylvania, Aerial perspective sketch",Louis I. Kahn,2964,American,Male,1957,Architecture,Architecture & Design,389,http://www.moma.org/collection/works/389,http://www.moma.org/media/W1siZiIsIjU2NDkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0f8f61368ce9255e
"Exodus, or the Voluntary Prisoners of Architecture: Prologue",Rem Koolhaas,6956,Dutch,Male,1972,Architecture,Architecture & Design,390,http://www.moma.org/collection/works/390,http://www.moma.org/media/W1siZiIsIjU2NTkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f1994dd7486cb594
"Exodus, or the Voluntary Prisoners of Architecture: Prologue",Elia Zenghelis,7558,British,Male,1972,Architecture,Architecture & Design,390,http://www.moma.org/collection/works/390,http://www.moma.org/media/W1siZiIsIjU2NTkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f1994dd7486cb594
"Exodus, or the Voluntary Prisoners of Architecture: Prologue",Madelon Vriesendorp,6957,Dutch,Female,1972,Architecture,Architecture & Design,390,http://www.moma.org/collection/works/390,http://www.moma.org/media/W1siZiIsIjU2NTkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f1994dd7486cb594
"Exodus, or the Voluntary Prisoners of Architecture: Prologue",Zoe Zenghelis,7559,British,Female,1972,Architecture,Architecture & Design,390,http://www.moma.org/collection/works/390,http://www.moma.org/media/W1siZiIsIjU2NTkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f1994dd7486cb594
"Endless Theatre Project, Plan",Frederick Kiesler,3091,American,Male,1924,Architecture,Architecture & Design,393,http://www.moma.org/collection/works/393,http://www.moma.org/media/W1siZiIsIjE5MjQyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=70b9d32976e48eff
"Market Street East Studies, project, Philadelphia, Pennsylvania, Perspective",Louis I. Kahn,2964,American,Male,1962,Architecture,Architecture & Design,394,http://www.moma.org/collection/works/394,http://www.moma.org/media/W1siZiIsIjU2NzciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=3a33881fd892244d
